IE_XML_ID;IE_NAME;IE_ID;IE_ACTIVE;IE_ACTIVE_FROM;IE_ACTIVE_TO;IE_PREVIEW_PICTURE;IE_PREVIEW_TEXT;IE_PREVIEW_TEXT_TYPE;IE_DETAIL_PICTURE;IE_DETAIL_TEXT;IE_DETAIL_TEXT_TYPE;IE_CODE;IE_SORT;IE_TAGS;IP_PROP19;IP_PROP20;IP_PROP22;IP_PROP23;IP_PROP55;IP_PROP24;IP_PROP34;IP_PROP21;IC_GROUP0;IC_GROUP1;IC_GROUP2
841;Вязаная водолазка в мелкий рубчик - Белый, 40-46;841;Y;;;;;text;;;text;;500;;834;BC002466;;;;;/upload/main/516/phcgrbamkezpqiqp3c367bcxdryoqhju.jpg;green;;;
842;Вязаная водолазка в мелкий рубчик - Голубой, 40-46;842;Y;;;;;text;;;text;;500;;834;BC002466;;;;;/upload/main/516/phcgrbamkezpqiqp3c367bcxdryoqhju.jpg;green;;;
843;Вязаная водолазка в мелкий рубчик - Бежевый, 40-46;843;Y;;;;;text;;;text;;500;;834;BC002466;;;;;/upload/main/516/phcgrbamkezpqiqp3c367bcxdryoqhju.jpg;green;;;
845;Вязаное платье Sharm с закрытой спиной - 38-46, Белый;845;Y;;;;;text;;;text;;500;;844;BC002380;;;;;/upload/main/86f/tk1sbah6do28779iti1lpg779djgvwb4.jpg;green;;;
846;Вязаное платье Sharm с закрытой спиной - 38-46, Молочный;846;Y;;;;;text;;;text;;500;;844;BC002380;;;;;/upload/main/86f/tk1sbah6do28779iti1lpg779djgvwb4.jpg;green;;;
847;Вязаное платье Sharm с закрытой спиной - 38-46, Черный;847;Y;;;;;text;;;text;;500;;844;BC002380;;;;;/upload/main/86f/tk1sbah6do28779iti1lpg779djgvwb4.jpg;green;;;
848;Вязаное платье Sharm с закрытой спиной - 38-46, Желтый;848;Y;;;;;text;;;text;;500;;844;BC002380;;;;;/upload/main/86f/tk1sbah6do28779iti1lpg779djgvwb4.jpg;green;;;
849;Вязаное платье Sharm с закрытой спиной - 38-46, Песок;849;Y;;;;;text;;;text;;500;;844;BC002380;;;;;/upload/main/86f/tk1sbah6do28779iti1lpg779djgvwb4.jpg;green;;;
850;Вязаное платье Sharm с закрытой спиной - 38-46, Хаки;850;Y;;;;;text;;;text;;500;;844;BC002380;;;;;/upload/main/86f/tk1sbah6do28779iti1lpg779djgvwb4.jpg;green;;;
851;Вязаное платье Sharm с закрытой спиной - 38-46, Фуксия;851;Y;;;;;text;;;text;;500;;844;BC002380;;;;;/upload/main/86f/tk1sbah6do28779iti1lpg779djgvwb4.jpg;green;;;
852;Вязаное платье Sharm с закрытой спиной - 38-46, Шоколад;852;Y;;;;;text;;;text;;500;;844;BC002380;;;;;/upload/main/86f/tk1sbah6do28779iti1lpg779djgvwb4.jpg;green;;;
854;Вязаное платье Sharm с открытой спиной - 40-46, Белый;854;Y;;;;;text;;;text;;500;;853;BC002379;;;;;/upload/main/141/84ibrrmd9k80qi313twilel0jmnos2ds.jpg;green;;;
855;Вязаное платье Sharm с открытой спиной - 40-46, Желтый;855;Y;;;;;text;;;text;;500;;853;BC002379;;;;;/upload/main/141/84ibrrmd9k80qi313twilel0jmnos2ds.jpg;green;;;
856;Вязаное платье Sharm с открытой спиной - 40-46, Черный;856;Y;;;;;text;;;text;;500;;853;BC002379;;;;;/upload/main/141/84ibrrmd9k80qi313twilel0jmnos2ds.jpg;green;;;
857;Вязаное платье Sharm с открытой спиной - 40-46, Молочный;857;Y;;;;;text;;;text;;500;;853;BC002379;;;;;/upload/main/141/84ibrrmd9k80qi313twilel0jmnos2ds.jpg;green;;;
858;Вязаное платье Sharm с открытой спиной - 40-46, Песок;858;Y;;;;;text;;;text;;500;;853;BC002379;;;;;/upload/main/141/84ibrrmd9k80qi313twilel0jmnos2ds.jpg;green;;;
859;Вязаное платье Sharm с открытой спиной - 40-46, Хаки;859;Y;;;;;text;;;text;;500;;853;BC002379;;;;;/upload/main/141/84ibrrmd9k80qi313twilel0jmnos2ds.jpg;green;;;
860;Вязаное платье Sharm с открытой спиной - 40-46, Фуксия;860;Y;;;;;text;;;text;;500;;853;BC002379;;;;;/upload/main/141/84ibrrmd9k80qi313twilel0jmnos2ds.jpg;green;;;
861;Вязаное платье Sharm с открытой спиной - 40-46, Темная фуксия;861;Y;;;;;text;;;text;;500;;853;BC002379;;;;;/upload/main/141/84ibrrmd9k80qi313twilel0jmnos2ds.jpg;green;;;
862;Вязаное платье Sharm с открытой спиной - 40-46, Шоколад;862;Y;;;;;text;;;text;;500;;853;BC002379;;;;;/upload/main/141/84ibrrmd9k80qi313twilel0jmnos2ds.jpg;green;;;
864;Вязаное платье-жилет - Бирюза, 40-48;864;Y;;;;;text;;;text;;500;;863;BC230047;;;;;/upload/main/9de/w4t1lzbokch7nxyhfcwzlq246a2o6pku.jpg;green;;;
865;Вязаное платье-жилет - Серый, 40-48;865;Y;;;;;text;;;text;;500;;863;BC230047;;;;;/upload/main/9de/w4t1lzbokch7nxyhfcwzlq246a2o6pku.jpg;green;;;
866;Вязаное платье-жилет - Молочный, 40-48;866;Y;;;;;text;;;text;;500;;863;BC230047;;;;;/upload/main/9de/w4t1lzbokch7nxyhfcwzlq246a2o6pku.jpg;green;;;
867;Вязаное платье-жилет - Песок, 40-48;867;Y;;;;;text;;;text;;500;;863;BC230047;;;;;/upload/main/9de/w4t1lzbokch7nxyhfcwzlq246a2o6pku.jpg;green;;;
869;Вязаное платье-сетка из хлопка Mirta - Хаки, 40-46;869;Y;;;;;text;;;text;;500;;868;BC002324;;;;;/upload/main/410/pl5yzktad2axc12t56919vmxfm1qr5bl.jpg;green;;;
870;Вязаное платье-сетка из хлопка Mirta - Песок, 40-46;870;Y;;;;;text;;;text;;500;;868;BC002324;;;;;/upload/main/410/pl5yzktad2axc12t56919vmxfm1qr5bl.jpg;green;;;
871;Вязаное платье-сетка из хлопка Mirta - Синий, 40-46;871;Y;;;;;text;;;text;;500;;868;BC002324;;;;;/upload/main/410/pl5yzktad2axc12t56919vmxfm1qr5bl.jpg;green;;;
872;Вязаное платье-сетка из хлопка Mirta - Белый, 40-46;872;Y;;;;;text;;;text;;500;;868;BC002324;;;;;/upload/main/410/pl5yzktad2axc12t56919vmxfm1qr5bl.jpg;green;;;
873;Вязаное платье-сетка из хлопка Mirta - Молочный, 40-46;873;Y;;;;;text;;;text;;500;;868;BC002324;;;;;/upload/main/410/pl5yzktad2axc12t56919vmxfm1qr5bl.jpg;green;;;
874;Вязаное платье-сетка из хлопка Mirta - Черный, 40-46;874;Y;;;;;text;;;text;;500;;868;BC002324;;;;;/upload/main/410/pl5yzktad2axc12t56919vmxfm1qr5bl.jpg;green;;;
875;Вязаное платье-сетка из хлопка Mirta - Голубой, 40-46;875;Y;;;;;text;;;text;;500;;868;BC002324;;;;;/upload/main/410/pl5yzktad2axc12t56919vmxfm1qr5bl.jpg;green;;;
877;Вязаный джемпер-туника из премиального хлопка - Шоколад, 40-46;877;Y;;;;;text;;;text;;500;;876;BC002319;;;;;/upload/main/116/626xfnagw8ssn5q5v0okifainsi2dyzj.jpg;green;;;
878;Вязаный джемпер-туника из премиального хлопка - Молочный, 40-46;878;Y;;;;;text;;;text;;500;;876;BC002319;;;;;/upload/main/116/626xfnagw8ssn5q5v0okifainsi2dyzj.jpg;green;;;
879;Вязаный джемпер-туника из премиального хлопка - Фуксия, 40-46;879;Y;;;;;text;;;text;;500;;876;BC002319;;;;;/upload/main/116/626xfnagw8ssn5q5v0okifainsi2dyzj.jpg;green;;;
880;Вязаный джемпер-туника из премиального хлопка - Олива, 40-46;880;Y;;;;;text;;;text;;500;;876;BC002319;;;;;/upload/main/116/626xfnagw8ssn5q5v0okifainsi2dyzj.jpg;green;;;
881;Вязаный джемпер-туника из премиального хлопка - Жемчужный, 40-46;881;Y;;;;;text;;;text;;500;;876;BC002319;;;;;/upload/main/116/626xfnagw8ssn5q5v0okifainsi2dyzj.jpg;green;;;
882;Вязаный джемпер-туника из премиального хлопка - Трава, 40-46;882;Y;;;;;text;;;text;;500;;876;BC002319;;;;;/upload/main/116/626xfnagw8ssn5q5v0okifainsi2dyzj.jpg;green;;;
884;Вязаный топ-жилет из хлопка Chester - 40-46, Молочный;884;Y;;;;;text;;;text;;500;;883;BC002320;;;;;/upload/main/621/xfvbjgt6t10u9rmqcn9vgdm74adi2h0o.jpg;green;;;
885;Вязаный топ-жилет из хлопка Chester - 40-46, Белый;885;Y;;;;;text;;;text;;500;;883;BC002320;;;;;/upload/main/621/xfvbjgt6t10u9rmqcn9vgdm74adi2h0o.jpg;green;;;
886;Вязаный топ-жилет из хлопка Chester - 40-46, Песок;886;Y;;;;;text;;;text;;500;;883;BC002320;;;;;/upload/main/621/xfvbjgt6t10u9rmqcn9vgdm74adi2h0o.jpg;green;;;
887;Вязаный топ-жилет из хлопка Chester - 40-46, Хаки;887;Y;;;;;text;;;text;;500;;883;BC002320;;;;;/upload/main/621/xfvbjgt6t10u9rmqcn9vgdm74adi2h0o.jpg;green;;;
888;Вязаный топ-жилет из хлопка Chester - 40-46, Черный;888;Y;;;;;text;;;text;;500;;883;BC002320;;;;;/upload/main/621/xfvbjgt6t10u9rmqcn9vgdm74adi2h0o.jpg;green;;;
889;Вязаный топ-жилет из хлопка Chester - 40-46, Голубой;889;Y;;;;;text;;;text;;500;;883;BC002320;;;;;/upload/main/621/xfvbjgt6t10u9rmqcn9vgdm74adi2h0o.jpg;green;;;
890;Вязаный топ-жилет из хлопка Chester - 40-46, Зеленый;890;Y;;;;;text;;;text;;500;;883;BC002320;;;;;/upload/main/621/xfvbjgt6t10u9rmqcn9vgdm74adi2h0o.jpg;green;;;
892;Джемпер вязаный colorblock - 40-44;892;Y;;;;;text;;;text;;500;;891;BC002411;;;;;/upload/iblock/069/6dlsyl1m176c8h1rnfwu311nnlvjazde.jpg;green;;;
894;Джемпер вязаный Polo - 40-44, Синий;894;Y;;;;;text;;;text;;500;;893;BC002344а;;;;;/upload/main/b49/s0vfg2dudlqb6nfdmxtdf0graa3qv3n5.jpg;green;;;
895;Джемпер вязаный Polo - 40-44, Фуксия;895;Y;;;;;text;;;text;;500;;893;BC002344а;;;;;/upload/main/b49/s0vfg2dudlqb6nfdmxtdf0graa3qv3n5.jpg;green;;;
896;Джемпер вязаный Polo - 40-44, Белый;896;Y;;;;;text;;;text;;500;;893;BC002344а;;;;;/upload/main/b49/s0vfg2dudlqb6nfdmxtdf0graa3qv3n5.jpg;green;;;
898;Джемпер вязаный бесшовный лодочка из хлопка - Белый, 40-48;898;Y;;;;;text;;;text;;500;;897;BC002384;;;;;/upload/main/2c9/vh0lq7kl7dkmu7le94x0t10yg95f10az.jpg;green;;;
899;Джемпер вязаный бесшовный лодочка из хлопка - Песок, 40-48;899;Y;;;;;text;;;text;;500;;897;BC002384;;;;;/upload/main/2c9/vh0lq7kl7dkmu7le94x0t10yg95f10az.jpg;green;;;
900;Джемпер вязаный бесшовный лодочка из хлопка - Черный, 40-48;900;Y;;;;;text;;;text;;500;;897;BC002384;;;;;/upload/main/2c9/vh0lq7kl7dkmu7le94x0t10yg95f10az.jpg;green;;;
902;Джемпер вязаный гладью из премиального хлопка - Олива, 40-46;902;Y;;;;;text;;;text;;500;;901;BC002356;;;;;/upload/main/d01/mw0686n3yo9o0victlam9mlcpf0sxm0a.jpg;green;;;
903;Джемпер вязаный гладью из премиального хлопка - Шоколад, 40-46;903;Y;;;;;text;;;text;;500;;901;BC002356;;;;;/upload/main/d01/mw0686n3yo9o0victlam9mlcpf0sxm0a.jpg;green;;;
904;Джемпер вязаный гладью из премиального хлопка - Фуксия, 40-46;904;Y;;;;;text;;;text;;500;;901;BC002356;;;;;/upload/main/d01/mw0686n3yo9o0victlam9mlcpf0sxm0a.jpg;green;;;
905;Джемпер вязаный гладью из премиального хлопка - Лазурный, 40-46;905;Y;;;;;text;;;text;;500;;901;BC002356;;;;;/upload/main/d01/mw0686n3yo9o0victlam9mlcpf0sxm0a.jpg;green;;;
906;Джемпер вязаный гладью из премиального хлопка - Молочный, 40-46;906;Y;;;;;text;;;text;;500;;901;BC002356;;;;;/upload/main/d01/mw0686n3yo9o0victlam9mlcpf0sxm0a.jpg;green;;;
907;Джемпер вязаный гладью из премиального хлопка - Черный, 40-46;907;Y;;;;;text;;;text;;500;;901;BC002356;;;;;/upload/main/d01/mw0686n3yo9o0victlam9mlcpf0sxm0a.jpg;green;;;
909;Джемпер вязаный из премиального хлопка - Желтый, 40-46;909;Y;;;;;text;;;text;;500;;908;BC002364;;;;;/upload/iblock/106/dmq6juyml8li1aqrw4dbz4rc9f0n3a27.jpg;green;;;
910;Джемпер вязаный из премиального хлопка - Олива, 40-46;910;Y;;;;;text;;;text;;500;;908;BC002364;;;;;/upload/iblock/106/dmq6juyml8li1aqrw4dbz4rc9f0n3a27.jpg;green;;;
911;Джемпер вязаный из премиального хлопка - Фуксия, 40-46;911;Y;;;;;text;;;text;;500;;908;BC002364;;;;;/upload/iblock/106/dmq6juyml8li1aqrw4dbz4rc9f0n3a27.jpg;green;;;
912;Джемпер вязаный из премиального хлопка - Лайм, 40-46;912;Y;;;;;text;;;text;;500;;908;BC002364;;;;;/upload/iblock/106/dmq6juyml8li1aqrw4dbz4rc9f0n3a27.jpg;green;;;
913;Джемпер вязаный из премиального хлопка - Лазурный, 40-46;913;Y;;;;;text;;;text;;500;;908;BC002364;;;;;/upload/iblock/106/dmq6juyml8li1aqrw4dbz4rc9f0n3a27.jpg;green;;;
914;Джемпер вязаный из премиального хлопка - Песок, 40-46;914;Y;;;;;text;;;text;;500;;908;BC002364;;;;;/upload/iblock/106/dmq6juyml8li1aqrw4dbz4rc9f0n3a27.jpg;green;;;
916;Джемпер вязаный паутинка с V- вырезом - Бирюза, 40-52;916;Y;;;;;text;;;text;;500;;915;BC002311;;;;;/upload/main/045/hthhskclfm00m6sn7se271s64arqq0z7.jpeg;green;;;
917;Джемпер вязаный паутинка с V- вырезом - Лаванда, 40-52;917;Y;;;;;text;;;text;;500;;915;BC002311;;;;;/upload/main/045/hthhskclfm00m6sn7se271s64arqq0z7.jpeg;green;;;
918;Джемпер вязаный паутинка с V- вырезом - Белый, 40-52;918;Y;;;;;text;;;text;;500;;915;BC002311;;;;;/upload/main/045/hthhskclfm00m6sn7se271s64arqq0z7.jpeg;green;;;
919;Джемпер вязаный паутинка с V- вырезом - Песок, 40-52;919;Y;;;;;text;;;text;;500;;915;BC002311;;;;;/upload/main/045/hthhskclfm00m6sn7se271s64arqq0z7.jpeg;green;;;
920;Джемпер вязаный паутинка с V- вырезом - Мята, 40-52;920;Y;;;;;text;;;text;;500;;915;BC002311;;;;;/upload/main/045/hthhskclfm00m6sn7se271s64arqq0z7.jpeg;green;;;
922;Джемпер поло Kros - Белый, 40-48;922;Y;;;;;text;;;text;;500;;921;BC002428;;;;;/upload/main/fa3/4bov974988md0dlx922yndxqgn9552x3.jpg;green;;;
923;Джемпер поло Kros - Голубой, 40-48;923;Y;;;;;text;;;text;;500;;921;BC002428;;;;;/upload/main/fa3/4bov974988md0dlx922yndxqgn9552x3.jpg;green;;;
924;Джемпер поло Kros - Мята, 40-48;924;Y;;;;;text;;;text;;500;;921;BC002428;;;;;/upload/main/fa3/4bov974988md0dlx922yndxqgn9552x3.jpg;green;;;
925;Джемпер поло Kros - Шоколад, 40-48;925;Y;;;;;text;;;text;;500;;921;BC002428;;;;;/upload/main/fa3/4bov974988md0dlx922yndxqgn9552x3.jpg;green;;;
926;Джемпер поло Kros - Песок, 40-48;926;Y;;;;;text;;;text;;500;;921;BC002428;;;;;/upload/main/fa3/4bov974988md0dlx922yndxqgn9552x3.jpg;green;;;
927;Джемпер поло Kros - Черный, 40-48;927;Y;;;;;text;;;text;;500;;921;BC002428;;;;;/upload/main/fa3/4bov974988md0dlx922yndxqgn9552x3.jpg;green;;;
929;Джемпер рисовой вязкой - Белый, 40-46;929;Y;;;;;text;;;text;;500;;928;BC002450;;;;;/upload/main/50d/j64rlpc1aowzt32lxlppv7e56ihdvom8.jpg;green;;;
930;Джемпер рисовой вязкой - Песок, 40-46;930;Y;;;;;text;;;text;;500;;928;BC002450;;;;;/upload/main/50d/j64rlpc1aowzt32lxlppv7e56ihdvom8.jpg;green;;;
931;Джемпер рисовой вязкой - Серый, 40-46;931;Y;;;;;text;;;text;;500;;928;BC002450;;;;;/upload/main/50d/j64rlpc1aowzt32lxlppv7e56ihdvom8.jpg;green;;;
933;Джемпер ручной работы Dana - Хаки, 40-46;933;Y;;;;;text;;;text;;500;;932;BC002421;;;;;/upload/main/c09/v311nc4cj8ssd61ahdaurb0e6vpptm8e.jpg;green;;;
934;Джемпер ручной работы Dana - Голубой, 40-46;934;Y;;;;;text;;;text;;500;;932;BC002421;;;;;/upload/main/c09/v311nc4cj8ssd61ahdaurb0e6vpptm8e.jpg;green;;;
935;Джемпер ручной работы Dana - Нежное солнце, 40-46;935;Y;;;;;text;;;text;;500;;932;BC002421;;;;;/upload/main/c09/v311nc4cj8ssd61ahdaurb0e6vpptm8e.jpg;green;;;
936;Джемпер ручной работы Dana - Розовый, 40-46;936;Y;;;;;text;;;text;;500;;932;BC002421;;;;;/upload/main/c09/v311nc4cj8ssd61ahdaurb0e6vpptm8e.jpg;green;;;
937;Джемпер ручной работы Dana - Пудра, 40-46;937;Y;;;;;text;;;text;;500;;932;BC002421;;;;;/upload/main/c09/v311nc4cj8ssd61ahdaurb0e6vpptm8e.jpg;green;;;
938;Джемпер ручной работы Dana - Шафран, 40-46;938;Y;;;;;text;;;text;;500;;932;BC002421;;;;;/upload/main/c09/v311nc4cj8ssd61ahdaurb0e6vpptm8e.jpg;green;;;
940;Джемпер с V-вырезом из премиального хлопка - Молочный, 40-46;940;Y;;;;;text;;;text;;500;;939;BC002336;;;;;/upload/main/fa1/ika6ugl4nmqmcez55hggxmbrknv5u1da.jpeg;green;;;
941;Джемпер с V-вырезом из премиального хлопка - Жемчужный, 40-46;941;Y;;;;;text;;;text;;500;;939;BC002336;;;;;/upload/main/fa1/ika6ugl4nmqmcez55hggxmbrknv5u1da.jpeg;green;;;
942;Джемпер с V-вырезом из премиального хлопка - Лазурный, 40-46;942;Y;;;;;text;;;text;;500;;939;BC002336;;;;;/upload/main/fa1/ika6ugl4nmqmcez55hggxmbrknv5u1da.jpeg;green;;;
943;Джемпер с V-вырезом из премиального хлопка - Черный, 40-46;943;Y;;;;;text;;;text;;500;;939;BC002336;;;;;/upload/main/fa1/ika6ugl4nmqmcez55hggxmbrknv5u1da.jpeg;green;;;
944;Джемпер с V-вырезом из премиального хлопка - Жемчужный, 48-50;944;Y;;;;;text;;;text;;500;;939;BC002336;;;;;/upload/main/fa1/ika6ugl4nmqmcez55hggxmbrknv5u1da.jpeg;green;;;
945;Джемпер с V-вырезом из премиального хлопка - Черный, 48-50;945;Y;;;;;text;;;text;;500;;939;BC002336;;;;;/upload/main/fa1/ika6ugl4nmqmcez55hggxmbrknv5u1da.jpeg;green;;;
947;Джемпер удлинённый вязаный паутинкa - Белый, 40-52;947;Y;;;;;text;;;text;;500;;946;BC002311а;;;;;/upload/main/479/6s6fqoviw2b0dna6lo9sv75wpqd94es0.jpg;green;;;
948;Джемпер удлинённый вязаный паутинкa - Голубой, 40-52;948;Y;;;;;text;;;text;;500;;946;BC002311а;;;;;/upload/main/479/6s6fqoviw2b0dna6lo9sv75wpqd94es0.jpg;green;;;
950;Жилет вязаный из полушерсти - Серый, 40-48;950;Y;;;;;text;;;text;;500;;949;BC002333;;;;;/upload/main/549/7ur0t1lcwyhbm32w5i0sggs1caog8aca.jpg;green;;;
951;Жилет вязаный из полушерсти - Черный, 40-48;951;Y;;;;;text;;;text;;500;;949;BC002333;;;;;/upload/main/549/7ur0t1lcwyhbm32w5i0sggs1caog8aca.jpg;green;;;
952;Жилет вязаный из полушерсти - Молочный, 40-48;952;Y;;;;;text;;;text;;500;;949;BC002333;;;;;/upload/main/549/7ur0t1lcwyhbm32w5i0sggs1caog8aca.jpg;green;;;
953;Жилет вязаный из полушерсти - Песок, 40-48;953;Y;;;;;text;;;text;;500;;949;BC002333;;;;;/upload/main/549/7ur0t1lcwyhbm32w5i0sggs1caog8aca.jpg;green;;;
954;Жилет вязаный из полушерсти - Бирюза, 40-48;954;Y;;;;;text;;;text;;500;;949;BC002333;;;;;/upload/main/549/7ur0t1lcwyhbm32w5i0sggs1caog8aca.jpg;green;;;
955;Жилет вязаный из полушерсти - Шоколад, 40-48;955;Y;;;;;text;;;text;;500;;949;BC002333;;;;;/upload/main/549/7ur0t1lcwyhbm32w5i0sggs1caog8aca.jpg;green;;;
956;Жилет вязаный из полушерсти - Темный песок, 40-48;956;Y;;;;;text;;;text;;500;;949;BC002333;;;;;/upload/main/549/7ur0t1lcwyhbm32w5i0sggs1caog8aca.jpg;green;;;
958;Капор вязаный  из мериноса - 54-58 см, Песок;958;Y;;;;;text;;;text;;500;;957;BC002327;;;;;/upload/main/52f/ler3ln121cfgnoilt9rzyv6z8n3lqra5.jpeg;green;;;
959;Капор вязаный  из мериноса - 54-58 см, Джинс;959;Y;;;;;text;;;text;;500;;957;BC002327;;;;;/upload/main/52f/ler3ln121cfgnoilt9rzyv6z8n3lqra5.jpeg;green;;;
960;Капор вязаный  из мериноса - 54-58 см, Пудра;960;Y;;;;;text;;;text;;500;;957;BC002327;;;;;/upload/main/52f/ler3ln121cfgnoilt9rzyv6z8n3lqra5.jpeg;green;;;
961;Капор вязаный  из мериноса - 54-58 см, Свет.бежевый;961;Y;;;;;text;;;text;;500;;957;BC002327;;;;;/upload/main/52f/ler3ln121cfgnoilt9rzyv6z8n3lqra5.jpeg;green;;;
962;Капор вязаный  из мериноса - 54-58 см, Свет.серый;962;Y;;;;;text;;;text;;500;;957;BC002327;;;;;/upload/main/52f/ler3ln121cfgnoilt9rzyv6z8n3lqra5.jpeg;green;;;
963;Капор вязаный  из мериноса - 54-58 см, Синий;963;Y;;;;;text;;;text;;500;;957;BC002327;;;;;/upload/main/52f/ler3ln121cfgnoilt9rzyv6z8n3lqra5.jpeg;green;;;
964;Капор вязаный  из мериноса - 54-58 см, Черный;964;Y;;;;;text;;;text;;500;;957;BC002327;;;;;/upload/main/52f/ler3ln121cfgnoilt9rzyv6z8n3lqra5.jpeg;green;;;
965;Капор вязаный  из мериноса - 54-58 см, Белый;965;Y;;;;;text;;;text;;500;;957;BC002327;;;;;/upload/main/52f/ler3ln121cfgnoilt9rzyv6z8n3lqra5.jpeg;green;;;
967;Кардиган Chanel ручной работы - Зеленый, 42-48;967;Y;;;;;text;;;text;;500;;966;BC002416;;;;;/upload/main/787/o9a3vjrlqzm99wmq8kkxkjfas11mqgff.jpg;green;;;
968;Кардиган Chanel ручной работы - Графит, 42-48;968;Y;;;;;text;;;text;;500;;966;BC002416;;;;;/upload/main/787/o9a3vjrlqzm99wmq8kkxkjfas11mqgff.jpg;green;;;
969;Кардиган Chanel ручной работы - Лазурный, 42-48;969;Y;;;;;text;;;text;;500;;966;BC002416;;;;;/upload/main/787/o9a3vjrlqzm99wmq8kkxkjfas11mqgff.jpg;green;;;
970;Кардиган Chanel ручной работы - Свет.серый, 42-48;970;Y;;;;;text;;;text;;500;;966;BC002416;;;;;/upload/main/787/o9a3vjrlqzm99wmq8kkxkjfas11mqgff.jpg;green;;;
972;Кардиган вязаный из полушерсти Solo - Молочный, 40-46;972;Y;;;;;text;;;text;;500;;971;BC002376;;;;;/upload/main/14b/n0mkafvckksw98rzwhauuib6jfwecuw1.jpg;green;;;
973;Кардиган вязаный из полушерсти Solo - Серый, 40-46;973;Y;;;;;text;;;text;;500;;971;BC002376;;;;;/upload/main/14b/n0mkafvckksw98rzwhauuib6jfwecuw1.jpg;green;;;
974;Кардиган вязаный из полушерсти Solo - Свет.бежевый, 40-46;974;Y;;;;;text;;;text;;500;;971;BC002376;;;;;/upload/main/14b/n0mkafvckksw98rzwhauuib6jfwecuw1.jpg;green;;;
975;Кардиган вязаный из полушерсти Solo - Песок, 40-46;975;Y;;;;;text;;;text;;500;;971;BC002376;;;;;/upload/main/14b/n0mkafvckksw98rzwhauuib6jfwecuw1.jpg;green;;;
976;Кардиган вязаный из полушерсти Solo - Голубой, 40-46;976;Y;;;;;text;;;text;;500;;971;BC002376;;;;;/upload/main/14b/n0mkafvckksw98rzwhauuib6jfwecuw1.jpg;green;;;
978;Кардиган вязаный из хлопка Solo - Песок, 40-46;978;Y;;;;;text;;;text;;500;;977;BC002304;;;;;/upload/main/724/my3q88uev3wyhw03ox05p0ip3enz8uiv.jpg;green;;;
979;Кардиган вязаный из хлопка Solo - Зеленый, 40-46;979;Y;;;;;text;;;text;;500;;977;BC002304;;;;;/upload/main/724/my3q88uev3wyhw03ox05p0ip3enz8uiv.jpg;green;;;
980;Кардиган вязаный из хлопка Solo - Голубой, 40-46;980;Y;;;;;text;;;text;;500;;977;BC002304;;;;;/upload/main/724/my3q88uev3wyhw03ox05p0ip3enz8uiv.jpg;green;;;
981;Кардиган вязаный из хлопка Solo - Молочный, 40-46;981;Y;;;;;text;;;text;;500;;977;BC002304;;;;;/upload/main/724/my3q88uev3wyhw03ox05p0ip3enz8uiv.jpg;green;;;
982;Кардиган вязаный из хлопка Solo - Желтый, 40-46;982;Y;;;;;text;;;text;;500;;977;BC002304;;;;;/upload/main/724/my3q88uev3wyhw03ox05p0ip3enz8uiv.jpg;green;;;
983;Кардиган вязаный из хлопка Solo - Серый, 40-46;983;Y;;;;;text;;;text;;500;;977;BC002304;;;;;/upload/main/724/my3q88uev3wyhw03ox05p0ip3enz8uiv.jpg;green;;;
984;Кардиган вязаный из хлопка Solo - Лазурный, 40-46;984;Y;;;;;text;;;text;;500;;977;BC002304;;;;;/upload/main/724/my3q88uev3wyhw03ox05p0ip3enz8uiv.jpg;green;;;
985;Кардиган вязаный из хлопка Solo - Бабл - Гам, 40-46;985;Y;;;;;text;;;text;;500;;977;BC002304;;;;;/upload/main/724/my3q88uev3wyhw03ox05p0ip3enz8uiv.jpg;green;;;
986;Кардиган вязаный из хлопка Solo - Белый, 40-46;986;Y;;;;;text;;;text;;500;;977;BC002304;;;;;/upload/main/724/my3q88uev3wyhw03ox05p0ip3enz8uiv.jpg;green;;;
987;Кардиган вязаный из хлопка Solo - Фуксия, 40-46;987;Y;;;;;text;;;text;;500;;977;BC002304;;;;;/upload/main/724/my3q88uev3wyhw03ox05p0ip3enz8uiv.jpg;green;;;
988;Кардиган вязаный из хлопка Solo - Темная фуксия, 40-46;988;Y;;;;;text;;;text;;500;;977;BC002304;;;;;/upload/main/724/my3q88uev3wyhw03ox05p0ip3enz8uiv.jpg;green;;;
990;Кардиган вязаный Кимоно - Горчица, 40-52;990;Y;;;;;text;;;text;;500;;989;BC002374a;;;;;/upload/main/cd5/w3s7fkrimhc5o7cl8vmw64d6e9wkufxa.jpg;green;;;
991;Кардиган вязаный Кимоно - Малиновый, 40-52;991;Y;;;;;text;;;text;;500;;989;BC002374a;;;;;/upload/main/cd5/w3s7fkrimhc5o7cl8vmw64d6e9wkufxa.jpg;green;;;
992;Кардиган вязаный Кимоно - Кофе, 40-52;992;Y;;;;;text;;;text;;500;;989;BC002374a;;;;;/upload/main/cd5/w3s7fkrimhc5o7cl8vmw64d6e9wkufxa.jpg;green;;;
993;Кардиган вязаный Кимоно - Белый, 40-52;993;Y;;;;;text;;;text;;500;;989;BC002374a;;;;;/upload/main/cd5/w3s7fkrimhc5o7cl8vmw64d6e9wkufxa.jpg;green;;;
994;Кардиган вязаный Кимоно - Серый, 40-52;994;Y;;;;;text;;;text;;500;;989;BC002374a;;;;;/upload/main/cd5/w3s7fkrimhc5o7cl8vmw64d6e9wkufxa.jpg;green;;;
